id,EAP,HPL,MWS
id10392,0.004504561,0.00038022228,0.99511516
id00770,0.83031106,0.15238622,0.017302651
id06018,0.5778289,0.3771984,0.04497273
id15678,0.12501104,0.0059486018,0.8690404
id08305,0.9632095,0.030822976,0.005967534
id08903,0.50817746,0.124151506,0.36767104
id14752,0.086134546,0.9107233,0.0031421331
id12468,0.0027890045,0.99685585,0.00035511274
id05085,0.15370522,0.8114115,0.034883264
id21993,0.08844665,0.002556422,0.90899694
id15503,0.95785284,0.036522858,0.005624306
id03021,0.0011631002,0.99864286,0.00019404794
id16123,0.9940348,0.0055385176,0.0004266246
id19383,0.97308844,0.02452308,0.002388519
id04186,0.99873585,0.0007444467,0.0005196753
id17954,0.0045278077,0.00051504915,0.99495715
id12030,0.4881831,0.014131578,0.49768528
id13020,0.6805693,0.31409243,0.005338274
id25327,0.011426624,0.3026247,0.68594867
id16344,0.20989217,0.052481562,0.73762625
id12303,0.22277641,0.6117014,0.16552211
id15017,0.9409019,0.058146838,0.00095126004
id22308,0.49500892,0.103538334,0.40145278
id06536,0.0026046613,0.00061854656,0.99677676
id19797,0.031510826,0.95147294,0.017016204
id06332,0.48538837,0.36675835,0.14785324
id22941,0.37989095,0.1045644,0.51554465
id13547,0.022920793,0.0154367415,0.96164244
id06928,0.001647091,0.000283031,0.99806994
id12521,0.3466808,0.6283268,0.024992451
id25716,0.7013093,0.0127395615,0.28595108
id27116,0.0012466362,0.00033331293,0.99842
id19941,0.00322123,0.9872887,0.009490032
id05711,0.0015952762,0.0005179553,0.9978867
id02097,0.006082931,0.01215506,0.98176205
id03563,0.002239495,0.99752766,0.00023284386
id02295,0.53627163,0.32541665,0.13831171
id08179,0.99949706,0.00022863378,0.0002743506
id05332,0.041453954,0.87925166,0.07929435
id15697,0.55937505,0.07223252,0.3683924
id17026,0.16283575,0.01259168,0.8245726
id04243,0.96364135,0.018411422,0.01794722
id13175,0.99847215,0.0012805684,0.00024725904
id05387,0.97603714,0.0031510482,0.02081183
id19989,0.9574197,0.027935382,0.014644938
id25173,0.3836555,0.09478696,0.52155757
id08925,0.0057782894,0.9929987,0.0012229985
id03034,0.012523445,0.9790775,0.008398988
id13272,0.0003814677,0.9995265,9.2067945e-05
id07956,0.93962634,0.020362765,0.04001093
id02648,0.03072267,0.0062735537,0.96300375
id01778,0.16437525,0.016432198,0.8191926
id12846,0.002181645,0.0014481278,0.9963702
id19001,0.2032722,0.044061944,0.7526658
id05763,0.87168413,0.047470603,0.08084527
id15590,0.0014195739,0.00038664936,0.9981938
id04912,0.4464385,0.21672735,0.33683413
id21201,0.9190018,0.036542658,0.044455513
id13215,0.9753888,0.015343101,0.009268145
id15612,0.12004594,0.8537983,0.026155766
id18501,0.05345771,0.01824078,0.9283015
id07223,0.41285145,0.43189943,0.15524909
id06707,0.43704632,0.46224293,0.10071074
id05238,0.00010964173,0.9998611,2.9258003e-05
id00935,0.031530716,0.1048588,0.8636105
id00110,0.9405804,0.01708085,0.042338736
id17476,0.9555588,0.025698889,0.018742362
id15170,0.9959133,0.0034084113,0.0006782687
id13397,0.5529352,0.15986244,0.28720236
id24283,0.23429367,0.15280622,0.6129001
id15234,0.9193762,0.071433984,0.0091898255
id16884,0.43466607,0.48721632,0.078117654
id07831,0.15823165,0.65499085,0.1867775
id16038,0.9118758,0.068392545,0.019731691
id03629,0.8382224,0.059408337,0.10236923
id21019,0.8629473,0.09992782,0.037124902
id21835,0.22095577,0.16511212,0.61393213
id04480,0.0006814241,0.99899143,0.00032718666
id20838,0.2507481,0.6472592,0.101992756
id24195,0.51079434,0.1169124,0.3722933
id05448,0.8046516,0.18035343,0.014994933
id15957,0.06091768,0.9356368,0.0034455229
id19956,0.025609689,0.00063494843,0.9737553
id15104,0.013576905,0.18058296,0.80584013
id17559,0.7716245,0.16212058,0.06625485
id16839,0.23131321,0.18742459,0.58126223
id14493,0.6886599,0.056784812,0.25455534
id08833,0.69187564,0.14138925,0.16673511
id15723,0.42677417,0.076061435,0.49716434
id02716,0.9932654,0.0053488472,0.001385755
id06689,0.0017455538,0.99674976,0.0015046688
id18837,0.5714289,0.05711194,0.37145922
id04466,0.9892078,0.0022272994,0.008564922
id00686,0.9799747,0.005584502,0.0144408075
id09010,0.030656673,0.965313,0.0040303376
id23353,0.77772033,0.08895208,0.13332763
id00066,0.8273229,0.144859,0.027818117
id15724,0.018853065,0.9747849,0.0063620326
id23486,0.15593517,0.0070251855,0.83703965
id22258,0.041958448,0.016535265,0.94150627
id02292,0.8101289,0.088920966,0.100950085
id16356,0.049311347,0.013100241,0.9375884
id00235,0.8550277,0.080377474,0.0645949
id25522,0.1559378,0.0073349304,0.8367272
id04204,0.046569698,0.9460519,0.0073784343
id22016,0.62647593,0.14878696,0.22473714
id06480,0.029863913,0.96554816,0.004587974
id08718,0.10071589,0.012914872,0.8863692
id05251,0.0003996322,0.99947137,0.00012896502
id03359,0.81331956,0.09349393,0.09318652
id16117,0.0065667257,0.00076178904,0.9926715
id17000,0.0006776355,0.99885833,0.00046405307
id01730,0.023840478,0.97447973,0.0016797923
id00630,0.24226995,0.6765393,0.0811908
id18175,0.08247188,0.0073992736,0.9101288
id00907,0.967782,0.017817201,0.014400732
id18251,0.0007565246,0.9991685,7.4942596e-05
id25861,0.7773832,0.10189367,0.12072308
id00398,0.6561368,0.1733358,0.1705274
id27573,0.99763083,0.00042033618,0.0019487978
id10022,0.009508233,0.9093622,0.08112952
id15901,0.027904335,0.00026288474,0.9718328
id00451,0.07907231,0.007128602,0.9137991
id23129,0.0042705648,0.99303883,0.002690668
id26498,0.044396177,0.94571984,0.009883997
id14741,0.19689246,0.11580489,0.68730265
id18453,0.19109465,0.015564051,0.79334134
id08309,0.94894636,0.029581022,0.021472603
id00320,0.99929523,0.00017732086,0.00052741356
id07688,0.17350204,0.014020377,0.8124775
id01556,0.07981619,0.0120945955,0.9080893
id00178,0.45070368,0.0129163675,0.53637993
id18902,0.16653503,0.0760195,0.7574455
id27002,0.65080786,0.22793168,0.12126047
id21418,0.99908876,0.0004805409,0.00043065508
id23018,0.65008247,0.06805968,0.28185782
id07032,0.47270417,0.1883974,0.33889848
id16195,0.42231458,0.030706864,0.54697853
id11202,0.08564549,0.86953324,0.044821307
id09578,0.73081994,0.03841256,0.23076744
id26984,0.9074478,0.014888849,0.07766338
id19856,0.0050118975,0.9924964,0.0024917528
id12086,0.7173952,0.01785501,0.26474983
id12052,0.07248149,0.02538919,0.9021293
id17728,0.0024822128,0.00017940674,0.99733835
id24608,0.8012743,0.08065397,0.1180717
id21097,0.08124205,0.016566027,0.902192
id20179,0.0033486262,0.00074581226,0.9959055
id15144,0.5231344,0.38448676,0.09237883
id00206,0.9805007,0.008590505,0.010908763
id22285,0.009045386,0.0011314397,0.98982316
id06417,0.14670004,0.33993617,0.5133637
id00215,0.006013573,0.99265325,0.0013331887
id04201,0.26091346,0.016616136,0.7224704
id21771,0.9886341,0.0074837757,0.0038821336
id12451,0.067776114,0.6898814,0.24234249
id14250,0.023070741,0.8843325,0.09259681
id03433,0.009759274,0.9861562,0.004084468
id03303,0.122989185,0.015193124,0.8618177
id25901,0.26944342,0.60297453,0.1275821
id06945,0.2655001,0.032036394,0.70246345
id05664,0.38721684,0.36539456,0.2473886
id05741,0.9993887,0.00030487613,0.0003064485
id10652,0.60485476,0.07503182,0.32011342
id16300,0.9930554,0.0019131404,0.005031456
id12319,0.62360084,0.13400564,0.24239355
id07500,0.008444376,0.99134797,0.00020768776
id12478,0.54120207,0.16407414,0.29472378
id03076,0.17472267,0.00804687,0.8172304
id00969,0.25938773,0.6388773,0.10173504
id23636,0.03839847,0.93447614,0.027125452
id09791,0.10785636,0.016319567,0.8758241
id05680,0.02491729,0.4029017,0.57218105
id03672,0.07572761,0.75036144,0.17391092
id04286,0.003397954,0.9934488,0.003153248
id23883,0.0058490275,0.16767314,0.8264778
id11914,0.8216153,0.05862675,0.11975796
id20974,0.004660267,0.99349314,0.0018466426
id26125,0.013726722,0.0020689052,0.98420435
id15543,0.5106127,0.05921398,0.43017328
id19471,0.9995647,0.00021288302,0.00022244004
id11503,0.8454996,0.099114306,0.055386122
id09321,0.016365755,0.9731082,0.0105260275
id25560,0.0016114141,0.00029851962,0.9980901
id06726,0.3254645,0.09730173,0.5772338
id05709,0.9619289,0.024155632,0.013915382
id09788,0.12894343,0.76244503,0.10861153
id05289,0.999298,0.00024208357,0.00045993266
id11815,0.001853318,0.9971577,0.0009889622
id22422,0.6153011,0.21136568,0.17333327
id25954,0.970667,0.007277507,0.022055453
id13601,0.6290393,0.25029096,0.120669775
id05677,0.7701332,0.0233965,0.20647034
id10498,0.0022486348,0.9975199,0.00023143714
id02665,0.2642387,0.70540935,0.030351976
id10114,0.016715186,0.9409317,0.04235315
id26314,0.3809033,0.5802694,0.038827326
id21240,0.42379552,0.13865979,0.43754476
id15569,0.9850152,0.009508749,0.005476052
id25928,0.20206486,0.01608068,0.78185445
id22706,0.016347693,0.982745,0.0009072857
id20877,0.0016091656,0.9966342,0.0017566088
id04318,0.7954258,0.027037665,0.17753659
id18299,0.050323643,0.929782,0.019894425
id08126,0.054657828,0.0020675082,0.94327474
id14293,0.6005542,0.010800377,0.38864538
id12759,0.9976305,0.0012304672,0.0011389804
id11983,0.5579294,0.19764882,0.24442177
id05580,0.105457515,0.84457344,0.049969073
id25846,0.45008215,0.34281316,0.20710465
id01939,0.42995214,0.040586155,0.5294617
id26327,0.3136159,0.2997329,0.3866512
id11068,0.011464791,0.0011513554,0.98738384
id08404,0.9848066,0.0038825965,0.011310843
id27189,0.2545391,0.7414621,0.0039988104
id15119,0.027096631,0.9432194,0.029683875
id26525,0.95288175,0.03100262,0.016115626
id03618,0.4846168,0.41570863,0.09967453
id27220,0.998103,0.00052171346,0.0013752092
id18777,0.17848769,0.008228792,0.8132835
id20213,0.8686589,0.09441555,0.03692547
id20403,0.866218,0.11266643,0.021115595
id03777,0.20195636,0.024765458,0.77327824
id10595,0.004497794,0.99369603,0.0018062012
id13816,0.18730883,0.010204848,0.80248636
id05667,0.01767816,0.17346273,0.8088591
id24629,0.554196,0.0318375,0.41396645
id20398,0.12469516,0.25059414,0.6247107
id14108,0.0012900834,0.00036591143,0.99834394
id06196,0.0006950125,0.9991621,0.00014295147
id02800,0.11178961,0.849363,0.038847342
id18732,0.01173549,0.9856015,0.002662982
id11915,0.06530265,0.8841723,0.05052497
id09739,0.56209797,0.070015185,0.36788684
id24672,0.9690136,0.029056285,0.001930197
id00414,0.005088244,0.0011328338,0.9937789
id16307,0.9346769,0.05253237,0.012790817
id14043,0.1983089,0.0110123195,0.79067874
id00517,0.016075173,0.0051730163,0.97875184
id09744,0.98129636,0.0177039,0.0009997778
id19257,0.9661025,0.01872081,0.01517667
id15437,0.32841605,0.6280635,0.043520432
id16352,0.086841285,0.029450709,0.883708
id18849,0.5221091,0.34549287,0.13239802
id19434,0.0018227713,0.99737763,0.00079961173
id17928,0.13911815,0.024136243,0.8367456
id16896,0.03189214,0.0030067794,0.96510106
id02135,0.47128612,0.27990595,0.24880797
id15075,0.98093545,0.009913452,0.009151079
id27486,0.009604409,0.98775566,0.0026399586
id19422,0.9675049,0.021116726,0.011378362
id09603,0.033076603,0.9202384,0.046685014
id02133,0.09729016,0.82792604,0.07478383
id03441,0.23278493,0.015879188,0.75133586
id02398,0.00022233537,0.9996977,8.00389e-05
id05152,0.14787059,0.009054658,0.84307474
id17838,0.27550378,0.028885959,0.6956102
id25060,0.99862564,0.0008483801,0.00052600564
id09998,0.14446703,0.029005956,0.82652706
id01828,0.0072545987,0.97570294,0.017042449
id25377,0.28598222,0.025309494,0.6887083
id22175,0.008380498,0.9871656,0.0044539548
id02974,0.06568842,0.0067581157,0.9275535
id26955,0.99305564,0.006204789,0.00073961396
id21091,0.9640288,0.023066564,0.012904658
id12802,0.89162344,0.097771,0.010605581
id07432,0.00080998556,0.9989256,0.00026430842
id18749,0.0860451,0.82047164,0.09348326
id15030,0.018983902,0.023757305,0.95725876
id17155,0.00168949,0.9979863,0.0003241614
id08128,0.001119405,0.95666695,0.042213615
id25706,0.0003363017,0.9985776,0.0010861089
id15645,0.7656933,0.19266902,0.041637655
id04943,0.9259412,0.05188747,0.022171285
id27566,0.011044715,0.00030130465,0.98865396
id11765,0.22283357,0.60664463,0.17052183
id13783,0.40756717,0.28606996,0.30636284
id00492,0.0059444616,0.0027727217,0.9912828
id27636,0.03023834,0.0008174414,0.9689442
id04273,0.96804506,0.02772392,0.0042309975
id02537,0.37557626,0.108546585,0.5158771
id24349,0.9870524,0.009959729,0.0029878702
id00023,0.0012316015,0.9982401,0.00052827044
id23025,0.6877906,0.22559819,0.086611226
id08722,0.9457831,0.039983742,0.014233119
id02420,0.99866533,0.00057011924,0.0007645714
id10811,0.96677935,0.018884502,0.014336109
id04019,0.0017880755,0.00062525715,0.9975867
id18334,0.9897317,0.005646338,0.0046218974
id16781,0.6192315,0.32672688,0.05404161
id08773,0.13196945,0.8584746,0.009555974
id19214,0.54028964,0.35443458,0.105275765
id09589,0.0011178299,0.99348927,0.0053928546
id24246,0.5600385,0.020135013,0.41982648
id23577,0.8242383,0.16768974,0.008071903
id09305,0.76962864,0.049912162,0.18045923
id16460,0.3551595,0.01734945,0.62749106
id21115,0.28977406,0.26838133,0.44184455
id25996,0.6702589,0.064927466,0.26481363
id02551,0.0026755922,0.0023325747,0.99499184
id19352,0.029435368,0.00026814718,0.9702965
id03806,0.14995997,0.016412837,0.8336272
id26544,0.6536481,0.18666229,0.15968962
id18761,0.9466929,0.045037188,0.008269949
id24148,0.06434005,0.9337927,0.0018673154
id16095,0.04620897,0.885726,0.068065
id18442,0.77943504,0.07888364,0.1416813
id22596,0.0026515236,0.0020949598,0.99525356
id23002,0.0030455918,0.0022705838,0.9946838
id04797,0.99387807,0.0018301171,0.004291788
id06610,0.16041808,0.008442273,0.8311397
id16173,0.5903761,0.21377206,0.1958518
id18292,0.074310586,0.024536189,0.9011532
id27328,0.99400616,0.00097163353,0.0050221724
id01695,0.14777964,0.83292127,0.019299146
id05761,0.71982706,0.031862136,0.2483108
id16354,0.9738303,0.013169151,0.013000579
id12207,0.021483524,0.81285733,0.16565919
id05665,0.23123151,0.0067549227,0.76201355
id01911,0.92138684,0.05518927,0.023423892
id19153,0.025129367,0.000833956,0.97403663
id10295,0.49348557,0.45095542,0.05555898
id23038,0.63881856,0.2793565,0.0818249
id23783,0.12646018,0.8696214,0.0039183935
id27879,0.9752998,0.023800401,0.0008997881
id19190,0.0012846094,0.9984528,0.0002626231
id05065,0.9838554,0.0064572054,0.009687383
id21296,0.008262988,0.88347113,0.10826582
id13262,0.44427177,0.10067954,0.45504865
id10333,0.9765304,0.0030250389,0.020444538
id16677,0.17198609,0.73725325,0.090760715
id01392,0.22440016,0.017111672,0.7584881
id27874,0.6176514,0.14248142,0.23986717
id02294,0.00943598,0.98190135,0.008662729
id18298,0.0056231976,0.002471099,0.9919057
id06997,0.98967046,0.0010925913,0.009236962
id05243,0.66020185,0.07261765,0.2671805
id00860,0.025553647,0.845566,0.12888035
id26681,0.99900526,0.0006743754,0.00032037077
id06020,0.009194331,0.0007662227,0.9900394
id27683,0.78637004,0.10659921,0.10703073
id17655,0.003335177,0.9961255,0.0005393689
id08817,0.15070988,0.012688123,0.836602
id11512,0.0029154518,0.0056006922,0.99148387
id00478,0.1643776,0.076066546,0.7595559
id02116,0.9439993,0.03812229,0.017878393
id06746,0.9844518,0.007877946,0.0076703406
id03863,0.68722713,0.21937308,0.093399756
id01802,0.01812061,0.94964594,0.032233473
id11682,0.7126897,0.02751194,0.25979832
id04033,0.010189158,0.96245253,0.02735831
id09286,0.056396525,0.77683544,0.16676803
id12904,0.9993431,0.0003443859,0.00031245392
id07420,0.001330227,0.00091511395,0.99775463
id22398,0.000317188,0.9996196,6.317497e-05
id00424,0.095627636,0.025609776,0.8787626
id20960,0.9674124,0.026684567,0.0059030093
id10267,0.25456664,0.550129,0.19530433
id19330,0.32291883,0.0098755285,0.66720563
id00994,0.0039424435,0.9947789,0.0012787101
id10785,0.88429826,0.05019951,0.065502234
id00955,0.0092643965,0.98057806,0.010157594
id09757,0.0039202436,0.99576485,0.00031484078
id10030,0.26626834,0.0154074645,0.7183242
id22952,0.1956334,0.045934923,0.7584317
id21955,0.0013448838,0.0007931743,0.9978619
id07674,0.60635555,0.20652625,0.18711817
id13760,0.03290183,0.9660005,0.0010977308
id18166,0.9631079,0.0011957465,0.03569642
id23498,0.9597339,0.038445655,0.0018204517
id05296,0.99891543,0.00065874925,0.00042582417
id26709,0.90755737,0.05464024,0.037802383
id02853,0.9854166,0.00974797,0.0048354142
id06800,0.31689695,0.068060875,0.61504215
id14758,0.3261005,0.6149666,0.05893293
id12356,0.9776195,0.018372163,0.0040083234
id21492,0.6937828,0.24781828,0.05839892
id27540,0.32783777,0.004112471,0.66804975
id07376,0.041830417,0.9179714,0.040198177
id15201,0.47055277,0.51338804,0.016059212
id23388,0.0009049583,0.9984049,0.00069009344
id13923,0.18143417,0.7848325,0.033733357
id00794,0.005211496,0.9931457,0.0016427703
id23910,0.29175594,0.098342314,0.6099017
id02556,0.14493479,0.032563698,0.8225015
id22151,0.00034326562,0.9995976,5.9120583e-05
id11698,0.11946439,0.8401661,0.0403695
id11627,0.5547094,0.13170716,0.3135835
id06340,0.99876595,0.00085764675,0.0003764543
id05123,0.8831716,0.046870705,0.06995764
id26620,0.0010867156,0.00031122012,0.9986021
id04002,0.08719388,0.22358453,0.6892216
id26554,0.20594686,0.6777478,0.11630532
id18012,0.079975404,0.03823554,0.881789
id12964,0.26983938,0.01624189,0.71391875
id18965,0.016793063,0.9434603,0.03974668
id19082,0.022527866,0.00061623246,0.9768559
id26742,0.0020589493,0.0002817487,0.9976593
id15442,0.21837784,0.67671233,0.104909815
id16647,0.49702436,0.077373534,0.42560214
id11544,0.16470249,0.022425065,0.81287247
id20581,0.5252508,0.09127287,0.38347632
id13192,0.4395006,0.3094159,0.25108352
id15814,0.20260938,0.10168438,0.69570625
id26279,0.04753447,0.94869965,0.003765879
id00240,0.9713878,0.017011851,0.011600328
id22836,0.99835783,0.00069605175,0.0009461131
id15085,0.015429264,0.94783926,0.036731444
id17495,0.45824504,0.017087897,0.524667
id26762,0.4311844,0.099540114,0.46927541
id13685,0.9995758,0.00019524434,0.00022891034
id16560,0.0019943223,0.9975454,0.00046018907
id17184,0.0009410516,0.9989334,0.00012559314
id21635,0.9989422,0.00051148294,0.0005463433
id26751,0.37282762,0.48633784,0.14083458
id12351,0.9888903,0.0012207724,0.009888879
id14872,0.40778106,0.16672182,0.42549714
id18372,0.8010281,0.16620083,0.032771125
id26851,0.6500672,0.27415985,0.07577299
id22659,0.69787407,0.29867196,0.0034539725
id04102,0.002401196,0.00043915777,0.9971597
id02353,0.0033260118,0.99566156,0.0010124752
id26721,0.998428,0.0006498356,0.0009221901
id11171,0.86838824,0.053716693,0.07789501
id13562,0.5035295,0.2132614,0.28320912
id26425,0.85328317,0.021669896,0.12504691
id26394,0.5150947,0.027732141,0.45717317
id22187,0.4936203,0.417357,0.08902271
id00422,0.9995265,0.00028121631,0.00019227278
id22667,0.0025710422,0.99654776,0.0008812246
id00911,0.72197324,0.16577935,0.112247385
id17291,0.25518924,0.09549815,0.6493126
id01915,0.24205726,0.10558757,0.6523552
id01434,0.15311338,0.019067494,0.8278191
id01584,0.4870889,0.03830836,0.4746028
id09266,0.9497956,0.030912772,0.019291608
id17494,0.0008123812,0.9990336,0.00015404499
id24919,0.32908154,0.21412827,0.45679018
id21043,0.025066845,0.0003706513,0.97456247
id17796,0.0026621495,0.99703455,0.00030327393
id02166,0.34264678,0.0028245435,0.6545286
id17503,0.9511561,0.019007744,0.029836135
id21203,0.3580408,0.0514194,0.59053975
id25626,0.99918896,0.00050037546,0.00031064427
id09836,0.998632,0.0011062933,0.00026170333
id24202,0.021461435,0.051797755,0.9267409
id27260,0.6184521,0.2440074,0.13754052
id23167,0.00091976946,0.0007684049,0.9983119
id10393,0.03507681,0.95583904,0.009084094
id01171,0.19355464,0.72443545,0.082009904
id06380,0.9734799,0.012125313,0.014394806
id22686,0.31621045,0.006389182,0.67740035
id26250,0.24299867,0.012457238,0.7445441
id09315,0.2109432,0.7092192,0.07983757
id00886,0.25186148,0.6407602,0.10737831
id03101,0.8387671,0.041016195,0.120216675
id12367,0.68542993,0.03607089,0.27849922
id10770,0.7718518,0.021582704,0.20656553
id14949,0.0016059054,0.99797326,0.00042081584
id14141,0.26496017,0.7030004,0.032039426
id25417,0.24227278,0.6389663,0.118760906
id26873,0.5838277,0.1346186,0.28155372
id10818,0.21162271,0.013810063,0.77456725
id15146,0.69170326,0.010789846,0.29750687
id23328,0.32947853,0.6571379,0.0133836195
id16765,0.07907834,0.8135455,0.10737613
id24383,0.9780758,0.00070221635,0.02122201
id21304,0.9609445,0.009365668,0.029689822
id12551,0.0041412897,0.99557495,0.00028376357
id23274,0.14858115,0.053862248,0.79755664
id08117,0.55569106,0.06366778,0.38064113
id23961,0.9894134,0.005344106,0.0052425037
id13865,0.0082131615,0.98667645,0.005110313
id22807,0.16773736,0.019465748,0.81279695
id08951,0.2807927,0.06450339,0.65470386
id18684,0.9944906,0.0044648526,0.0010445451
id25179,0.011136584,0.78369224,0.2051712
id27033,0.97452307,0.0064651007,0.019011848
id13977,0.32324624,0.6136197,0.06313413
id19337,0.0017349655,0.99447906,0.003785962
id25764,0.29272842,0.68466794,0.02260359
id16106,0.06933406,0.07886971,0.85179627
id05468,0.0025354153,0.0010310824,0.9964335
id05241,0.9840682,0.0030224302,0.012909316
id10215,0.6296002,0.20237647,0.16802332
id23457,0.004909141,0.003127617,0.99196327
id02200,0.9988655,0.0009530676,0.00018150911
id13714,0.18269272,0.7912159,0.026091399
id20332,0.0045845164,0.0006202155,0.99479526
id18573,0.18990603,0.20454821,0.60554576
id08569,0.9985984,0.000489079,0.00091249467
id22767,0.80484694,0.14302576,0.0521273
id25390,0.089779004,0.86178046,0.04844056
id09288,0.99180484,0.00072609785,0.007469106
id12381,0.99868137,0.0005423389,0.00077624986
id02895,0.08008965,0.062228512,0.8576819
id25270,0.007271738,0.00029790672,0.9924304
id14248,0.378823,0.07554396,0.545633
id12831,0.6228862,0.015602174,0.36151165
id18305,0.7923695,0.011810662,0.1958199
id07805,0.9981388,0.0014499535,0.00041127525
id14027,0.29659465,0.14302519,0.5603801
id02760,0.62898725,0.15304759,0.21796514
id24362,0.98754275,0.006585144,0.00587206
id17065,0.018109623,0.98149914,0.0003912113
id26583,0.010749419,0.82944477,0.15980579
id19664,0.9994074,0.0004975777,9.5051764e-05
id25145,0.9293619,0.02162771,0.049010463
id17858,0.002480922,0.9938473,0.00367173
id05148,0.43295372,0.32811654,0.23892978
id22928,0.78522676,0.11998048,0.09479276
id21549,0.09199036,0.00046399355,0.9075457
id12649,0.03913782,0.9575019,0.0033602437
id21597,0.6505339,0.076099336,0.27336678
